sales_month,category,state,customer_segment,total_orders,total_customers,total_sellers,total_quantity,total_sales,average_order_value,average_unit_price
2024-02-01,Fashion,Delhi,Premium,124,120,118,163,3096328.86,24970.394032258,19045.095080645169
2024-02-01,Grocery,Maharashtra,Regular,459,450,363,610,8804372.6,19181.639651416,15145.79498910676
2024-02-01,Fashion,West Bengal,New,67,66,65,89,1447914.81,21610.66880597,15874.321343283582
2024-02-01,Sports,Uttar Pradesh,Premium,79,78,78,107,925900.30999999994,11720.257088608,9096.3850632911381
2024-02-01,Grocery,West Bengal,New,49,48,49,68,941998.64999999991,19224.462244898,15464.186734693876
2024-02-01,Beauty,West Bengal,Regular,235,232,209,342,6291150.8600000013,26770.854723404,16470.880851063826
2024-02-01,Sports,Maharashtra,Premium,94,93,93,130,1986777.9499999997,21135.935638298,14986.588617021278
2024-02-01,Beauty,Maharashtra,Regular,472,466,372,640,8545644.7799999956,18105.179618644,13694.863919491523
2024-02-01,Fashion,Karnataka,New,133,132,127,178,2967780.3700000006,22314.138120301,16127.876390977446
2024-02-01,Grocery,Maharashtra,Premium,106,105,100,146,2589083.03,24425.311603774,17020.523584905663
2024-02-01,Home & Kitchen,Karnataka,New,131,126,121,175,2135793.23,16303.765114504,13183.138244274811
2024-02-01,Fashion,Tamil Nadu,Regular,611,596,451,841,12993400.29,21265.794255319,16193.194058919797
2024-02-01,Grocery,Telangana,New,70,69,67,98,1297969.8600000003,18542.426571429,14642.607714285712
2024-02-01,Electronics,Gujarat,New,108,103,103,143,2328390.8100000005,21559.174166667,15765.240462962962
2024-02-01,Home & Kitchen,Karnataka,Premium,112,106,111,171,2366238.9,21127.133035714,13903.454285714288
2024-02-01,Beauty,Karnataka,New,93,91,87,130,1998408.9199999997,21488.267956989,16587.4023655914
2024-02-01,Electronics,Tamil Nadu,Regular,723,690,508,1056,16507355.080000002,22831.749764869,15497.136639004155
2024-02-01,Sports,Gujarat,New,59,58,57,79,1044075.2500000002,17696.190677966,15199.629152542371
2024-02-01,Sports,Telangana,New,63,62,61,80,1316223.7300000002,20892.44015873,16243.382857142857
2024-02-01,Fashion,Delhi,New,120,117,116,179,3114697.8900000006,25955.81575,18134.819583333338
2024-02-01,Home & Kitchen,Maharashtra,Regular,715,695,511,1027,16051331.96,22449.415328671,15412.043468531458
2024-02-01,Grocery,Karnataka,Premium,102,100,96,137,1936225.8200000003,18982.606078431,13792.620294117645
2024-02-01,Home & Kitchen,Uttar Pradesh,Regular,615,604,476,849,12352650.359999996,20085.610341463,14589.982390243908
2024-02-01,Sports,Telangana,Premium,56,56,55,75,965829.31,17246.951964286,12052.679821428574
2024-02-01,Grocery,West Bengal,Regular,250,245,216,344,5088843.7599999988,20355.37504,15917.227080000002
2024-02-01,Beauty,Maharashtra,Premium,98,97,94,134,1900398.7599999998,19391.824081633,14751.021530612246
2024-02-01,Grocery,Gujarat,New,56,56,55,80,877815.90999999992,15675.284107143,11237.66375
2024-03-01,Home & Kitchen,Karnataka,Regular,668,652,490,902,13398358.159999995,20057.42239521,14943.605733532933
2024-03-01,Beauty,Delhi,Regular,289,288,259,402,6164695.1599999983,21331.125121107,15483.579411764706
2024-03-01,Beauty,Karnataka,Premium,99,96,95,157,2538120.54,25637.581212121,15664.056969696972
2024-03-01,Home & Kitchen,Maharashtra,Regular,740,721,523,1028,15250033.460000008,20608.153324324,14787.078108108111
2024-03-01,Sports,Telangana,New,60,60,57,78,1604893.8700000006,26748.231166667,21143.373166666664
2024-03-01,Electronics,Delhi,Premium,118,114,109,171,2465473.17,20893.840423729,14839.028983050845
2024-03-01,Sports,Uttar Pradesh,New,75,75,72,97,1490972.7100000002,19879.636133333,15688.899733333337
2024-03-01,Beauty,Maharashtra,New,97,95,94,130,2346281.51,24188.469175258,20637.512268041235
2024-03-01,Beauty,Gujarat,New,60,59,57,84,1027815.5,17130.258333333,12230.823999999999
2024-03-01,Sports,West Bengal,New,52,50,51,82,1644413.0,31623.326923077,20920.649807692309
2024-03-01,Fashion,Gujarat,Premium,102,100,98,140,2332846.0,22871.039215686,15135.715980392159
2024-03-01,Grocery,West Bengal,Regular,266,257,232,364,4920567.4199999971,18498.373759398,13184.857368421051
2024-03-01,Grocery,West Bengal,Premium,58,56,58,73,837963.55,14447.647413793,12218.245344827585
2024-03-01,Grocery,Maharashtra,Regular,508,499,408,713,9948050.64,19582.776850394,13532.706692913385
2024-03-01,Grocery,Maharashtra,New,103,98,101,139,2049150.7900000005,19894.667864078,13160.180097087377
2024-03-01,Beauty,West Bengal,Premium,51,50,51,64,1389246.1700000002,27240.120980392,20931.128431372552
2024-03-01,Beauty,Uttar Pradesh,Regular,452,439,359,597,9120721.9699999988,20178.588429204,14462.14661504425
2024-03-01,Electronics,Tamil Nadu,Regular,691,667,515,945,13667860.510000007,19779.8270767,14433.280709117218
2024-03-01,Sports,Uttar Pradesh,Premium,77,75,74,104,1866655.6599999997,24242.281298701,17874.558961038958
2024-03-01,Home & Kitchen,Delhi,Regular,455,441,369,616,10836497.019999998,23816.476967033,17299.39986813187
2024-03-01,Beauty,Maharashtra,Premium,104,103,101,144,1673896.0200000005,16095.154038462,10695.122403846155
2024-03-01,Beauty,Telangana,New,69,66,67,94,1412941.77,20477.416956522,14747.504202898552
2024-03-01,Grocery,Maharashtra,Premium,96,94,92,128,1499514.43,15619.941979167,11130.028020833333
2024-03-01,Grocery,West Bengal,New,63,63,63,95,983890.81000000017,15617.314444444,10996.052857142857
2024-03-01,Sports,Telangana,Premium,72,72,69,95,1508501.3400000003,20951.4075,17212.266388888889
2024-03-01,Home & Kitchen,Delhi,New,123,120,113,163,2778272.1999999997,22587.578861789,16970.087235772357
2024-03-01,Home & Kitchen,West Bengal,Regular,357,345,286,509,8093178.5599999977,22669.967955182,15296.343305322131
2024-03-01,Sports,Karnataka,New,90,90,86,124,1495432.14,16615.912666667,11928.22
2024-03-01,Home & Kitchen,West Bengal,New,63,62,62,79,1337103.5299999998,21223.865555556,17447.1280952381
2024-03-01,Grocery,Karnataka,New,89,86,88,123,1761565.4900000002,19792.870674157,14884.990449438204
2024-03-01,Sports,Delhi,Premium,57,57,52,74,1195039.2500000002,20965.600877193,16805.22087719298
2024-03-01,Beauty,Uttar Pradesh,New,79,77,76,118,1874161.7999999998,23723.567088608,16447.31253164557
2024-03-01,Fashion,Tamil Nadu,Regular,570,550,438,778,12463987.88,21866.645403509,15807.907578947377
2024-03-01,Fashion,Delhi,Premium,112,110,105,155,2535806.6799999992,22641.131071429,16432.057053571429
2024-03-01,Home & Kitchen,Tamil Nadu,Regular,517,509,402,718,9973290.6500000022,19290.697582205,14117.766750483555
2024-03-01,Grocery,Gujarat,Premium,60,58,59,78,979739.42999999993,16328.9905,13601.668000000001
2024-03-01,Home & Kitchen,Karnataka,New,148,144,139,197,3122790.45,21099.935472973,14822.783108108111
2024-03-01,Home & Kitchen,West Bengal,Premium,76,74,73,107,1590652.1999999997,20929.634210526,15439.011184210523
2024-03-01,Fashion,Maharashtra,Regular,912,879,594,1222,19560335.559999991,21447.736359649,15594.13739035087
2024-03-01,Grocery,Karnataka,Premium,86,84,83,110,1012018.6,11767.658139535,9600.10976744186
2024-03-01,Home & Kitchen,Uttar Pradesh,Regular,662,638,485,911,14496800.139999999,21898.489637462,15669.294229607249
2024-03-01,Sports,Karnataka,Premium,85,83,84,112,1650504.9300000002,19417.705058824,15896.337529411767
2024-03-01,Electronics,Telangana,Regular,802,768,558,1086,15359594.180000007,19151.613690773,13513.836583541148
2024-03-01,Sports,Gujarat,Premium,61,59,60,82,1467091.6099999999,24050.682131148,17470.848360655738
2024-03-01,Grocery,Uttar Pradesh,Premium,85,81,82,122,1247922.31,14681.438941176,10972.322823529412
2024-03-01,Grocery,Tamil Nadu,Regular,332,328,284,452,6278227.2900000019,18910.323162651,14203.325572289152
2024-03-01,Beauty,Karnataka,New,81,78,76,108,1457554.3200000003,17994.497777778,14864.070123456786
2024-03-01,Home & Kitchen,Gujarat,Premium,98,96,95,153,2298255.3000000003,23451.584693878,13565.623367346938
2024-03-01,Beauty,Maharashtra,Regular,457,439,367,636,9725097.7800000031,21280.301487965,15710.682975929973
2024-03-01,Sports,Maharashtra,Regular,437,434,357,579,8194824.4799999986,18752.458764302,13368.679519450801
2024-03-01,Grocery,Delhi,Premium,59,58,55,78,1261786.0899999999,21386.204915254,15579.11033898305
2024-03-01,Beauty,Delhi,New,52,51,48,72,1097618.4599999997,21108.047307692,16007.163076923072
2024-03-01,Home & Kitchen,Karnataka,Premium,152,144,146,211,3875164.8899999992,25494.505855263,16379.825921052634
2024-03-01,Grocery,Telangana,New,87,86,85,113,1540566.2899999998,17707.658505747,15362.347816091955
2024-03-01,Beauty,Telangana,Premium,87,85,82,132,2067520.0699999998,23764.598505747,14925.043448275861
2024-03-01,Beauty,Gujarat,Premium,61,60,59,81,1551364.1400000001,25432.199016393,17667.493114754096
2024-03-01,Electronics,Delhi,New,134,130,127,189,2475785.81,18476.013507463,12212.145223880594
2024-03-01,Grocery,Telangana,Premium,95,91,91,127,2087157.01,21970.073789474,16197.386736842103
2024-03-01,Fashion,West Bengal,Regular,401,392,334,579,9071596.9300000034,22622.436234414,16719.685785536167
2024-03-01,Fashion,West Bengal,Premium,79,78,77,103,1825326.4,23105.397468354,16704.58772151899
2024-03-01,Home & Kitchen,Uttar Pradesh,Premium,162,158,151,210,2027181.34,12513.465061728,9955.5959259259253
2024-03-01,Home & Kitchen,Gujarat,New,98,94,96,133,1926829.57,19661.52622449,14275.664591836738
2024-03-01,Beauty,Tamil Nadu,Regular,316,313,275,439,6680886.4499999965,21142.045727848,15482.979746835439
2024-03-01,Electronics,Karnataka,Premium,157,147,146,217,2914900.1399999997,18566.242929936,13325.134777070065
2024-03-01,Fashion,Karnataka,New,164,159,152,227,3253942.3299999996,19841.111768293,14827.87365853659
2024-03-01,Sports,West Bengal,Premium,44,43,42,54,933569.83000000007,21217.496136364,16188.33431818182
2024-03-01,Home & Kitchen,Telangana,Premium,117,112,108,161,2432452.41,20790.191538462,14782.078888888887
2024-03-01,Electronics,Gujarat,Regular,612,586,481,877,12651621.35,20672.583905229,15033.826944444445
2024-03-01,Sports,Tamil Nadu,Regular,299,295,261,429,6726201.8900000025,22495.658494983,15758.448829431441
2024-03-01,Sports,Delhi,New,52,51,51,70,962642.24999999977,18512.350961538,13827.872692307694
2024-03-01,Electronics,Maharashtra,Regular,1001,957,637,1347,19640733.450000003,19621.112337662,14901.743606393604
2024-03-01,Sports,Maharashtra,New,84,83,80,120,2498943.0200000005,29749.321666667,20867.5025
2024-03-01,Sports,Uttar Pradesh,Regular,378,369,312,558,7659363.4300000025,20262.866216931,13560.663888888888
2024-03-01,Fashion,Telangana,New,128,124,122,185,2692922.9300000006,21038.460390625,13907.451171874998
2024-03-01,Fashion,Delhi,New,98,96,93,141,1920368.15,19595.593367347,13645.008367346942
2024-03-01,Home & Kitchen,Telangana,New,128,123,123,192,3042868.9299999997,23772.413515625,15612.344999999998
2024-03-01,Fashion,Uttar Pradesh,New,166,158,149,229,3443285.7400000007,20742.685180723,14748.361204819274
2024-03-01,Fashion,Tamil Nadu,Premium,154,145,142,204,3740217.6899999995,24287.127857143,18454.226428571434
2024-03-01,Fashion,Uttar Pradesh,Regular,803,775,543,1126,19813029.2,24673.759900374,16893.8113574097
2024-03-01,Fashion,Gujarat,Regular,516,501,411,730,10977626.3,21274.469573643,15162.177325581397
2024-03-01,Beauty,West Bengal,Regular,210,210,188,284,4281468.62,20387.945809524,14526.819380952382
2024-03-01,Fashion,Delhi,Regular,522,504,415,716,12252667.969999999,23472.544003831,17029.430574712645
2024-03-01,Grocery,Uttar Pradesh,New,92,89,80,120,1773802.7200000002,19280.464347826,15905.793478260868
2024-03-01,Home & Kitchen,Maharashtra,Premium,142,139,134,191,2742089.5300000007,19310.489647887,14343.450492957747
2024-03-01,Sports,Maharashtra,Premium,73,70,69,104,1413211.06,19359.055616438,14918.597260273971
2024-03-01,Electronics,Tamil Nadu,New,151,143,136,212,2921353.92,19346.714701987,13429.585827814572
2024-03-01,Home & Kitchen,Uttar Pradesh,New,136,125,128,176,2318964.7800000007,17051.211617647,13878.559117647061
2024-03-01,Fashion,Telangana,Regular,677,656,507,941,14467106.34999999,21369.433308715,15133.558995568683
2024-03-01,Electronics,Tamil Nadu,Premium,147,145,134,199,2017120.32,13721.906938776,9725.4080952380973
2024-03-01,Fashion,Gujarat,New,121,117,114,165,2352807.82,19444.692727273,15213.774958677684
2024-03-01,Home & Kitchen,Gujarat,Regular,459,446,359,640,9803712.9400000013,21358.851721133,15066.742701525049
2024-03-01,Sports,Delhi,Regular,241,235,211,328,4006049.4399999995,16622.611784232,13072.77668049792
2024-03-01,Fashion,Telangana,Premium,146,140,144,203,2927619.73,20052.189931507,14779.474383561639
2024-03-01,Home & Kitchen,Telangana,Regular,623,597,453,881,13046155.010000009,20940.858764045,14180.401476725519
2024-03-01,Sports,West Bengal,Regular,195,192,184,284,4250510.48,21797.489641026,16509.899384615383
2024-03-01,Fashion,Karnataka,Premium,196,186,179,271,3712190.2099999995,18939.745969388,14482.154795918366
2024-03-01,Sports,Tamil Nadu,Premium,60,59,57,88,1508406.5799999998,25140.109666667,14975.792999999998
2024-03-01,Sports,Gujarat,New,56,55,54,78,1340115.9900000002,23930.642678571,17284.399821428575
2024-03-01,Grocery,Tamil Nadu,New,60,59,58,82,1235673.96,20594.566,11430.804833333332
2024-03-01,Electronics,Karnataka,New,208,199,191,306,4628125.5499999989,22250.603605769,14353.053701923076
2024-03-01,Electronics,Delhi,Regular,602,578,465,852,12107668.760000007,20112.406578073,14505.102823920264
2024-03-01,Fashion,Tamil Nadu,New,120,115,113,155,2326069.3599999994,19383.911333333,13800.043083333338
2024-03-01,Fashion,Maharashtra,New,197,189,177,280,4067432.5199999982,20646.865583756,14395.655634517767
2024-03-01,Electronics,Karnataka,Regular,873,840,573,1217,18889811.630000003,21637.814009164,15244.469301260018
2024-03-01,Grocery,Gujarat,Regular,302,293,252,423,6817675.2799999984,22575.083708609,16094.738079470206
2024-03-01,Sports,Tamil Nadu,New,64,61,62,95,1227257.5400000003,19175.8990625,13070.030468750001
2024-03-01,Electronics,Telangana,New,168,158,154,224,3225321.5300000003,19198.342440476,15538.69779761905
2024-03-01,Electronics,Gujarat,Premium,136,131,130,183,3099157.69,22787.924191176,18987.780514705883
2024-03-01,Fashion,Maharashtra,Premium,196,188,175,268,3884515.03,19818.954234694,13644.113367346938
2024-03-01,Beauty,West Bengal,New,34,33,33,44,615098.76,18091.14,11753.404705882356
2024-03-01,Electronics,Uttar Pradesh,New,203,192,186,279,4256001.9599999972,20965.526896552,14887.216256157633
2024-03-01,Beauty,Gujarat,Regular,288,285,248,405,6296158.5000000019,21861.661458333,15428.475173611114
2024-03-01,Electronics,Maharashtra,New,195,187,183,277,4709466.3,24151.109230769,17273.6263076923
2024-03-01,Fashion,Uttar Pradesh,Premium,195,187,178,265,5235635.5499999989,26849.413076923,19422.886564102562
2024-03-01,Home & Kitchen,Tamil Nadu,Premium,117,115,111,158,2279518.8499999996,19483.067094017,13461.974444444442
2024-03-01,Beauty,Uttar Pradesh,Premium,98,96,95,128,1443273.0399999998,14727.275918367,10675.562653061226
2024-03-01,Beauty,Delhi,Premium,75,73,71,97,1658650.18,22115.335733333,16375.856666666668
2024-03-01,Electronics,Telangana,Premium,175,165,161,246,3608731.33,20621.321885714,13798.979028571432
2024-03-01,Fashion,West Bengal,New,91,87,87,123,2187268.7600000002,24035.92043956,16412.990439560435
2024-03-01,Electronics,Gujarat,New,136,129,127,191,2602384.39,19135.179338235,14460.162720588234
2024-03-01,Home & Kitchen,Tamil Nadu,New,112,107,107,163,2239179.93,19992.677946429,14617.387946428569
2024-03-01,Grocery,Delhi,New,73,70,72,101,1537886.7600000002,21066.941917808,15994.4398630137
2024-03-01,Sports,Karnataka,Regular,423,415,338,577,9659151.85,22834.874349882,16154.423498817961
2024-03-01,Electronics,Uttar Pradesh,Regular,902,861,607,1252,16976803.1,18821.289467849,13757.044201773839
2024-03-01,Sports,Telangana,Regular,308,300,269,412,5370583.8899999978,17436.960681818,13197.1598051948
2024-03-01,Electronics,West Bengal,Regular,493,468,396,669,8789398.8099999968,17828.39515213,12946.207687626775
2024-03-01,Beauty,Tamil Nadu,Premium,95,91,92,141,2380614.5500000003,25059.100526316,16058.444315789468
2024-03-01,Grocery,Delhi,Regular,296,289,252,420,5127690.3500000015,17323.278209459,12514.940202702703
2024-03-01,Electronics,Maharashtra,Premium,179,175,171,249,3498315.0999999987,19543.659776536,14416.205083798885
2024-03-01,Fashion,Karnataka,Regular,769,743,528,1073,15448327.66,20088.852613784,14706.836072821847
2024-03-01,Grocery,Tamil Nadu,Premium,71,69,70,97,1053648.4399999997,14840.118873239,10380.558028169013
2024-03-01,Electronics,West Bengal,Premium,111,105,105,152,2274986.25,20495.371621622,14139.606576576572
2024-03-01,Beauty,Telangana,Regular,370,364,311,518,7365879.91,19907.783540541,13490.849513513513
2024-03-01,Beauty,Karnataka,Regular,453,443,364,629,8091446.56,17861.912935982,13097.756754966891
2024-03-01,Grocery,Karnataka,Regular,463,460,372,649,7672875.3199999984,16572.084924406,12057.326457883371
2024-03-01,Sports,Gujarat,Regular,240,236,216,340,4941852.13,20591.050541667,13682.288750000002
2024-03-01,Grocery,Gujarat,New,70,69,69,107,1073214.1300000001,15331.630428571,10772.059142857144
2024-03-01,Electronics,Uttar Pradesh,Premium,185,171,169,261,3282031.4000000008,17740.71027027,11245.478432432434
2024-03-01,Home & Kitchen,Maharashtra,New,173,166,157,243,3597996.3100000005,20797.666531792,15378.395375722544
2024-03-01,Grocery,Telangana,Regular,395,391,326,565,6234701.3500000034,15784.054050633,11366.724101265823
2024-03-01,Electronics,West Bengal,New,105,102,101,150,2371216.87,22583.017809524,14333.132095238092
2024-03-01,Grocery,Uttar Pradesh,Regular,422,410,341,564,8928945.8099999987,21158.63936019,15787.117677725124
2024-03-01,Beauty,Tamil Nadu,New,75,73,72,107,2069214.2200000002,27589.522933333,19370.21986666667
2024-03-01,Home & Kitchen,Delhi,Premium,100,97,96,140,2013793.2300000002,20137.9323,15993.2445
2024-04-01,Grocery,Karnataka,Premium,99,97,96,137,1533417.2299999995,15489.062929293,12712.673535353537
2024-04-01,Beauty,Gujarat,Premium,50,50,50,70,1811223.26,36224.4652,22711.316600000002
2024-04-01,Grocery,Telangana,Regular,372,361,317,490,7014039.9899999984,18854.946209677,14467.00051075269
2024-04-01,Home & Kitchen,Telangana,Regular,519,500,401,704,11556298.750000004,22266.471579961,16623.063911368008
2024-04-01,Beauty,Gujarat,Regular,252,247,229,352,5381676.9,21355.860714286,14940.381825396822
2024-04-01,Sports,Gujarat,Regular,257,252,219,343,3990636.0999999987,15527.76692607,12271.74856031128
